chrUn_gl000229	1	1027	19913	0.0515743
chrUn_gl000230	0	43594	43691	0.99778
chrUn_gl000230	1	97	43691	0.00222014
chrUn_gl000231	0	27363	27386	0.99916
chrUn_gl000231	1	23	27386	0.000839845
chrUn_gl000233	0	45817	45941	0.997301
chrUn_gl000233	1	124	45941	0.00269911
chrUn_gl000237	0	45843	45867	0.999477
chrUn_gl000237	1	24	45867	0.000523252
chrUn_gl000239	0	33800	33824	0.99929
chrUn_gl000239	1	24	33824	0.000709555
chrUn_gl000240	0	41888	41933	0.998927
chrUn_gl000240	1	45	41933	0.00107314
chrUn_gl000243	0	43259	43341	0.998108
chrUn_gl000243	1	82	43341	0.00189197
chrUn_gl000247	0	36335	36422	0.997611
chrUn_gl000247	1	87	36422	0.00238867
chrUn_gl000249	0	38484	38502	0.999533
chrUn_gl000249	1	18	38502	0.000467508
chr8_gl000197_random	0	37175	37175	1
chr9_gl000200_random	0	187035	187035	1
chr9_gl000201_random	0	36148	36148	1
chr17_gl000203_random	0	37498	37498	1
chr17_gl000204_random	0	81310	81310	1
chr17_gl000206_random	0	41001	41001	1
chr18_gl000207_random	0	4262	4262	1
chr19_gl000208_random	0	92689	92689	1
chr21_gl000210_random	0	27682	27682	1
chrUn_gl000226	0	15008	15008	1
chrUn_gl000232	0	40652	40652	1
chrUn_gl000234	0	40531	40531	1
chrUn_gl000235	0	34474	34474	1
chrUn_gl000236	0	41934	41934	1
chrUn_gl000238	0	39939	39939	1
chrUn_gl000241	0	42152	42152	1
chrUn_gl000242	0	43523	43523	1
chrUn_gl000244	0	39929	39929	1
chrUn_gl000245	0	36651	36651	1
chrUn_gl000246	0	38154	38154	1
chrUn_gl000248	0	39786	39786	1
genome	0	3136112967	3137161264	0.999666
genome	1	1048297	3137161264	0.000334155
